click_interval_ms,fixed_coordination_ratio,ip_session_count,request_frequency_per_min,mouse_movement_pixesl,tickets_per_person,captcha_bypass_attempts,user_agent_anomaly,api_call_ratio,click_sequence_entropy,session_duration_sec,page_refresh_rate,cart_abandonment_rate,success_rate,keyboard_interval_ms,is_bot
469.4878,0.4,1.0,7.098,2195.7007,2.0,1.0,0.0,0.125,3.6642,30.0,0.0,0.0577,0.209,490.3306,0
545.2508,0.0,8.8547,4.0662,1772.0585,0.5016,1.2687,0.0,0.1689,1.908,1085.1957,0.9087,0.3237,1.1864,325.0971,0
562.1124,0.4,3.0,6.0385,578.1351,3.0,0.0,0.0,0.1708,1.9837,458.506,0.0,0.5682,0.2621,245.3246,0
797.635,0.0,1.0298,14.2043,1951.2321,0.0,1.3575,0.0,0.0713,3.4401,257.1605,0.0,0.444,0.4275,186.1938,0
491.7739,0.3097,5.069,1.9018,371.1615,1.4152,1.028,0.0,0.2005,7.3011,15.1212,0.0,0.2265,0.3128,451.4132,0
701.2742,0.0,4.0,2.6565,438.3621,2.0,3.0,0.0,0.1037,1.0,837.1277,2.0,0.2091,0.291,414.5912,0
573.6838,0.0,3.0,7.5446,2680.8254,7.0,4.0,0.0,0.0439,4.8,411.5028,2.0,0.1602,0.4914,266.6485,0
535.3086,0.4,4.0,8.9747,1939.1172,3.0,1.0,0.0,0.0838,2.6863,137.514,0.0,0.4598,0.3153,169.9658,0
523.3205,0.0,2.0,10.4855,2403.4472,0.0,0.0,0.0,0.0624,2.7719,468.2561,0.0,0.4923,0.4952,273.6103,0
1257.4934,0.0,1.1798,8.8563,446.3701,5.5434,0.0,0.0,0.2775,1.6163,690.9378,0.3173,0.124,0.5507,401.9183,0
773.4733,0.4,0.0,9.79,1926.2668,1.0,0.0,0.0,0.0599,4.0152,483.4169,1.0,0.2622,0.57,339.4054,0
927.2244,0.0,3.0,12.6563,600.9055,2.0,1.0,0.0,0.1679,3.3844,577.9873,0.0,0.4169,0.276,146.3764,0
80.0,0.4,0.0,12.3375,200.0,2.0,1.0,0.0,0.1964,4.2449,502.041,3.0,0.0968,0.599,195.7829,0
729.5375,0.0,1.0,9.3109,966.4295,1.0,0.0,0.0,0.1018,3.1224,224.7363,0.0,0.2413,0.658,448.478,0
717.6882,0.7101,6.9764,23.8059,3500.1866,0.5999,0.6173,0.0,0.1452,6.3614,290.6312,1.4152,0.3479,0.8131,389.8523,1
594.2094,0.0,1.6235,10.7449,1654.2905,3.3201,2.0073,0.0,0.1323,5.8635,291.6233,4.9845,0.2391,0.4319,148.2358,0
65.4847,0.3746,5.7149,8.6667,2283.1553,1.2124,1.6185,0.0,0.1288,4.6085,516.9642,0.6946,0.6151,1.0154,625.3306,0
268.9019,0.3457,3.7317,22.2141,1228.3727,1.5352,0.0,0.0,0.2811,4.3593,1105.7698,1.8804,0.4951,0.424,498.401,0
326.6244,0.6916,5.3392,0.5425,968.6152,7.0079,0.0,0.0,0.2018,1.223,397.2689,0.4162,0.445,0.2637,121.5279,0
681.4217,0.539,3.1911,18.73,3607.8029,0.4172,0.8602,0.0,0.0368,4.3797,822.8972,0.93,0.575,0.5632,310.2458,0
163.4695,0.0,5.5788,7.1223,802.4186,3.0047,0.0,0.0,0.2251,1.2006,573.5011,1.5861,0.3143,0.6872,125.8202,0
322.1482,0.4,4.0,12.565,4272.5314,3.0,1.0,0.0,0.179,1.0,599.7165,0.0,0.5055,0.2381,322.4277,0
410.7699,0.4,5.0,1.0,1330.0461,4.0,1.0,0.0,0.0745,1.348,636.411,2.0,0.4166,0.2973,311.606,0
904.5506,0.4,1.0,1.0,2011.4961,1.0,1.0,0.0,0.1864,3.0433,296.8408,0.0,0.4049,0.5083,36.8603,0
1284.4696,0.4517,3.2314,0.3385,1137.7804,2.0361,1.1618,0.0,0.1171,3.4162,782.5781,0.5046,0.2285,0.441,315.5351,0
466.6015,0.0,1.0,11.413,2048.3871,0.0,3.0,0.0,0.1461,2.6837,522.832,2.0,0.6,0.1517,388.4493,0
934.4534,0.4,3.0,5.7395,265.5619,2.0,1.0,0.0,0.2252,3.0362,342.2474,2.0,0.5933,0.3175,59.1339,0
578.254,0.0,2.5567,0.7714,1811.2879,0.4794,0.0,0.0,0.2319,1.5705,117.0851,0.9656,0.6726,0.0956,474.8197,0
666.0222,0.4,2.0,9.5827,2576.7747,1.0,1.0,0.0,0.1697,2.3189,112.69,2.0,0.5466,0.182,390.1199,0
198.0976,0.0,5.0,1.5723,200.0,1.0,2.0,0.0,0.1049,3.4754,488.5571,0.0,0.5612,0.3051,342.2722,0
825.6878,0.0,1.5678,3.6157,1286.336,0.0,0.0,0.0,0.1408,0.5128,677.427,1.9646,0.1659,0.6717,366.1951,0
808.7618,0.3175,10.833,15.164,864.88,2.6804,0.6776,0.0,0.0285,4.3905,567.7844,0.0,0.4183,0.4217,176.1259,0
984.1501,0.4,2.0,7.3581,1161.8025,2.0,2.0,0.0,0.1183,3.9357,393.5642,0.0,0.6,0.3536,124.8566,0
1399.0677,0.1687,1.4703,2.4097,3872.1698,0.4148,3.4028,0.0,0.045,1.9539,438.5891,1.1007,0.538,0.1206,364.2677,0
366.0109,0.0,5.0,8.6431,3567.0907,4.0,0.0,0.0,0.0182,3.229,75.0557,3.0,0.5612,0.2498,96.0246,0
722.846,0.3346,0.4746,1.1907,1658.6595,3.089,2.9437,0.0,0.0398,3.1713,190.1708,0.9764,0.4246,0.3135,793.5745,0
133.9442,0.1775,2.5643,13.8597,3476.6033,0.0,0.4623,0.0,0.1876,0.7302,242.1281,0.0,0.3854,0.058,38.6575,0
652.0542,0.4,0.0,8.9676,1556.8806,3.0,0.0,0.0,0.0907,2.5685,263.4335,2.0,0.5381,0.7,324.0608,0
664.098,0.4,5.0,3.3296,3142.3453,1.0,0.0,0.0,0.1518,2.8417,30.0,1.0,0.4821,0.3455,233.3972,0
418.2101,0.0,6.0,6.0132,1794.8169,3.0,0.0,0.0,0.0966,4.6992,291.8681,2.0,0.3961,0.3973,373.2953,0
190.9265,0.0,1.0,8.8685,1937.9957,5.0,3.0,0.0,0.0735,3.7127,450.4723,1.0,0.6,0.6306,246.7594,0
835.5541,0.4,1.0,8.1696,2651.672,1.0,1.0,0.0,0.1429,2.6084,494.6799,2.0,0.3615,0.2542,241.4202,0
703.1471,0.4,3.0,4.2724,2433.0816,1.0,0.0,0.0,0.0136,2.5243,340.802,3.0,0.6,0.3604,223.5914,0
558.4977,0.4,3.0,11.841,2111.54,2.0,0.0,0.0,0.0507,2.3747,30.0,2.0,0.2488,0.3351,242.3194,0
596.3432,0.1789,15.2567,2.3721,2979.7255,5.2764,0.0,0.0,0.1306,0.6892,145.5158,0.6123,0.3284,0.43,577.8766,0
1191.0249,0.4658,1.108,3.135,2764.5621,3.6771,2.9847,0.0,0.2617,2.3623,815.51,0.0,0.7749,0.7628,311.1527,0
854.2556,0.4,3.0,7.8023,2604.5857,3.0,0.0,0.0,0.0721,3.0201,544.523,0.0,0.2403,0.05,407.6951,0
762.04,0.0,3.2374,11.9792,4000.8994,3.9305,0.0,0.0,0.0608,4.6462,240.1491,0.741,0.0721,0.5373,541.7157,0
180.3375,0.0,4.6866,1.2604,2557.6461,1.3945,0.4431,0.0,0.4499,1.5373,582.7159,0.524,0.4578,0.3648,409.793,0
1177.762,0.4,3.0,2.5968,455.571,1.0,4.0,1.0,0.0981,1.0659,286.5265,0.0,0.5469,0.2708,222.4184,0
885.0013,0.4,4.0,15.3204,2945.6004,4.0,0.0,0.0,0.0834,3.5996,472.6249,1.0,0.4936,0.1143,237.7537,0
746.3026,0.0,1.0,9.152,200.0,1.0,2.0,0.0,0.1321,3.1598,407.5108,1.0,0.3468,0.4225,495.648,0
463.2098,0.0,4.0,10.585,562.8869,1.0,1.0,0.0,0.012,3.847,145.1469,1.0,0.2753,0.3204,267.5858,0
777.6166,0.4,4.0,10.8544,3022.4392,0.0,1.0,0.0,0.1031,1.9915,340.5447,1.0,0.6,0.3029,208.4555,0
330.6662,0.4,3.0,23.4456,200.0,4.0,0.0,0.0,0.3,2.232,571.1897,2.0,0.2257,0.4113,107.6018,0
1010.2051,0.6538,2.2468,12.417,662.3483,8.1725,0.0,0.0,0.0718,5.0233,414.8415,3.1764,0.8388,0.5293,187.3458,0
846.2989,0.1276,1.3742,2.8583,479.1424,0.5204,0.0,1.1508,0.0572,4.0604,375.8998,1.7381,0.4924,0.2343,309.0704,0
833.7739,0.0,0.9219,10.6733,2012.2694,3.5729,0.0,0.0,0.196,6.3726,187.5404,0.0,0.422,0.379,45.5401,0
730.97,0.0,0.0,6.78,2206.1449,6.0,0.0,1.0,0.2373,3.2226,53.0726,1.0,0.1044,0.2071,112.185,0
714.4676,0.0,1.0,6.3837,2816.1434,2.0,3.0,1.0,0.173,2.261,657.5497,1.0,0.1173,0.2121,164.3662,0
953.6562,0.4,1.0,8.572,2337.5463,3.0,2.0,0.0,0.04,1.9806,95.4372,1.0,0.4581,0.4554,245.6542,1
915.2698,0.6111,1.1533,14.7941,4927.3355,0.9177,0.0,0.0,0.1183,1.3403,430.8388,0.0,0.6991,0.8349,100.3916,0
228.2633,0.4,5.0,1.0,3064.3896,2.0,0.0,0.0,0.118,1.0748,30.0,1.0,0.5947,0.1768,371.798,0
315.7542,0.4,3.0,1.7035,2529.9324,2.0,2.0,0.0,0.1242,3.977,789.1532,2.0,0.4422,0.4319,365.1085,0
425.5341,0.0,2.0,9.5533,1476.2225,4.0,0.0,0.0,0.3,3.0913,472.4958,1.0,0.3375,0.2158,219.4221,0
1002.734,0.0,1.3745,6.2977,3124.7345,3.211,1.2892,0.0,0.0465,3.6337,555.1432,0.3361,0.6236,0.3716,354.334,0
656.3959,0.0,3.0,4.7003,2340.2014,1.0,0.0,0.0,0.0563,3.1279,30.0,0.0,0.6,0.2063,597.989,0
921.9145,0.0,0.0,5.8203,2075.7225,3.002,0.0,0.0,0.0612,3.4734,435.6592,0.0,0.5262,0.7338,556.4925,0
438.5442,0.0,2.0,9.8658,1637.7919,0.0,2.0,0.0,0.0337,2.5884,302.2958,0.0,0.5193,0.4413,328.6539,0
222.4914,0.4,4.0,6.1258,1285.9289,1.0,0.0,0.0,0.0528,1.0,280.0728,3.0,0.4565,0.4502,253.7453,0
529.2547,0.4,2.0,6.7605,1646.3745,4.0,0.0,0.0,0.0422,3.574,382.5962,3.0,0.4172,0.3013,137.8673,0
424.9886,0.4,0.0,1.7507,200.0,2.0,1.0,0.0,0.1116,4.6283,686.7748,0.0,0.6,0.2221,306.9151,0
537.6704,0.0,2.0,1.0,1829.2965,1.0,2.0,0.0,0.0738,3.4752,867.1494,0.0,0.0693,0.5159,257.671,0
822.1381,0.4,4.0,5.6338,1270.9745,5.0,0.0,0.0,0.063,2.5611,200.1153,1.0,0.05,0.3222,100.2137,0
511.0232,0.0,2.0,6.4336,843.5729,1.0,0.0,0.0,0.0836,2.4838,218.7403,2.0,0.201,0.247,182.4921,0
114.0683,0.201,2.4098,14.5877,3500.5914,1.6893,0.0,0.0,0.0339,2.123,116.3081,1.4076,0.6203,0.4906,191.6556,0
602.6352,0.0,2.0,13.1976,200.0,3.0,2.0,0.0,0.2497,2.5159,233.7439,3.0,0.3767,0.5811,274.7541,0
333.5731,0.0,4.0,10.226,2747.3664,2.0,1.0,0.0,0.0657,2.4035,216.0029,5.0,0.2608,0.3369,355.4303,0
755.3637,0.4,8.0,4.6344,977.9133,2.0,0.0,0.0,0.1211,3.9764,181.108,1.0,0.1986,0.2088,284.2223,0
903.7894,0.0,3.0,4.166,2939.3782,2.0,3.0,0.0,0.0739,2.3049,172.8101,2.0,0.2407,0.4842,563.83,0
504.8018,0.0,3.0,11.9724,2819.0354,0.0,4.0,0.0,0.223,3.3171,705.9631,1.0,0.6,0.6664,335.8455,0
80.0,0.4,5.0,7.5763,200.0,0.0,4.0,1.0,0.0736,2.5349,477.6216,0.0,0.4984,0.6494,133.3011,0
291.1091,0.4,5.0,10.7673,3433.6439,2.0,1.0,0.0,0.2718,3.25,979.9599,1.0,0.1111,0.4123,362.6282,0
146.6153,0.4,4.0,10.9731,2601.9378,1.0,1.0,0.0,0.0623,4.2773,480.9179,0.0,0.6,0.7,229.0293,0
828.725,0.4,4.0,9.1885,1540.1816,0.0,1.0,0.0,0.0648,2.8119,629.8096,1.0,0.2438,0.3193,329.5174,0
402.5265,0.0,5.0,4.1188,3394.3446,4.0,0.0,0.0,0.0237,2.0893,508.7612,2.0,0.4466,0.5304,291.4708,0
315.688,0.0,5.6621,10.2845,3291.2739,2.0216,0.0,0.0,0.0358,1.1307,166.6553,0.6534,0.8985,0.2132,307.9911,0
232.6806,0.4,4.0,8.6456,2786.0602,4.0,1.0,0.0,0.0686,1.597,30.0,1.0,0.3772,0.4505,260.2869,0
511.425,0.4,5.0,8.6624,2402.7937,3.0,3.0,0.0,0.1326,3.6483,331.7405,2.0,0.3156,0.3583,137.8819,0
558.5044,0.7468,1.2922,4.4918,1448.3966,1.6098,0.3469,0.0,0.062,2.8397,254.4261,1.2321,0.3226,0.3191,297.8615,0
596.688,0.0,4.0,3.8407,1997.326,1.0,1.0,0.0,0.0762,3.6611,475.9823,2.0,0.297,0.1662,317.682,0
361.127,0.0,3.0,7.5196,3402.6824,3.0,1.0,0.0,0.1641,3.2859,330.6917,1.0,0.3313,0.6559,370.0169,0
472.6782,0.1267,5.0701,5.2165,452.7821,4.0604,1.1081,0.0,0.0317,1.4338,230.1041,1.7478,0.3914,0.1703,41.0038,0
812.2192,0.2723,1.823,13.9989,2685.4702,0.5369,0.0,0.0,0.032,2.245,356.6307,1.3342,0.4512,0.8537,232.5505,0
354.1814,0.3903,2.7268,10.3066,3893.7109,1.0972,0.4715,0.0,0.1815,6.8681,498.834,0.8996,0.7682,0.9694,106.4209,0
360.0213,0.4,3.0,4.669,2652.9882,0.0,2.0,0.0,0.1851,4.8,484.5873,1.0,0.5186,0.4434,222.0654,0
786.9466,0.0,0.0,10.2673,1183.6788,1.0,1.0,0.0,0.1802,3.6608,309.924,0.0,0.1871,0.249,111.8071,1
484.4629,0.4,1.0,1.0,714.8545,3.0,1.0,0.0,0.3,3.0892,222.018,1.0,0.6,0.2676,384.6811,0
1137.5256,0.2527,7.2523,2.4317,548.8204,2.4701,0.0,0.0,0.1737,2.9808,756.0032,1.0633,0.7848,0.6573,285.4915,0
319.7335,0.4,4.0,1.0,1171.6658,3.0,1.0,0.0,0.2233,3.8153,305.7162,0.0,0.2519,0.2034,440.5583,0
331.1415,0.0,2.0,13.6562,1218.7044,0.0,0.0,0.0,0.0944,3.3614,470.7208,1.0,0.2851,0.2869,394.5063,0
115.2744,0.2642,0.4175,9.9204,1608.1604,2.8654,0.0,0.0,0.0737,0.3569,211.452,2.5518,0.3084,0.3296,255.901,0
823.5722,0.0,4.0,5.2604,2827.8313,1.0,1.0,0.0,0.0201,3.4947,211.4235,0.0,0.6,0.5029,317.4238,0
364.0104,0.5264,1.2465,8.4105,1815.1686,1.461,0.0,0.0,0.0565,3.5305,565.3973,0.0,0.3434,0.3673,124.0443,0
643.1754,0.4,2.0,14.8652,2162.2055,3.0,1.0,0.0,0.076,2.5046,540.1403,1.0,0.4858,0.3846,161.4771,0
482.1648,0.0,3.4789,5.4014,135.524,5.2566,0.3868,0.0,0.0279,1.2227,90.8038,0.0,0.3709,0.5566,656.2089,0
595.2394,0.0,1.0,7.0552,1159.208,3.0,1.0,0.0,0.1053,2.7076,249.7811,1.0,0.5231,0.5241,323.4548,0
600.2869,0.4,5.0,5.2511,200.0,3.0,1.0,0.0,0.0238,1.4618,309.1047,1.0,0.6,0.1466,447.6578,0
875.501,0.4,1.0,1.0,1869.9473,2.0,0.0,0.0,0.0058,3.332,30.0,1.0,0.3178,0.3383,230.4612,0
632.5996,0.4,1.0,1.0,809.3276,0.0,0.0,0.0,0.2611,3.0473,354.7537,1.0,0.3676,0.2989,362.8597,0
338.9637,0.4,2.0,11.3588,200.0,2.0,1.0,1.0,0.0364,2.0955,370.3701,0.0,0.5923,0.1851,187.4576,0
420.4114,0.4,2.0,6.6638,1752.9216,5.0,2.0,0.0,0.0847,3.1989,574.9864,1.0,0.5119,0.6353,360.5432,0
1197.0866,0.4,1.0,11.419,3406.3653,2.0,1.0,0.0,0.097,3.6705,347.4922,1.0,0.4442,0.1722,118.8513,0
344.32,0.4,3.0,12.5395,2133.0494,2.0,0.0,0.0,0.034,2.8973,616.9262,1.0,0.2885,0.5071,293.4633,0
481.5699,0.0,1.0,11.7165,3031.7742,3.0,0.0,0.0,0.1421,2.9292,122.194,3.0,0.5793,0.2031,208.2176,0
488.547,0.4,4.0,12.9157,2696.2468,2.0,0.0,0.0,0.0945,4.0696,868.8445,2.0,0.2742,0.5396,301.6112,0
469.2336,0.4,2.0,4.6083,4210.4473,4.0,0.0,0.0,0.0725,3.134,377.3414,1.0,0.3654,0.4959,487.8097,0
759.0893,0.195,0.0,9.0012,1613.8794,5.6268,2.3271,0.0,0.3252,4.1455,549.5217,0.0,0.2491,0.1893,33.7935,0
730.1015,0.4,5.0,4.8224,3634.6205,4.0,0.0,0.0,0.0409,3.045,464.074,1.0,0.4099,0.1274,124.6655,0
319.1748,0.4,4.0,10.6562,1269.4594,4.0,0.0,1.0,0.1084,3.1598,469.2838,1.0,0.4896,0.346,314.8139,0
236.3781,0.0,2.0,8.6951,2001.651,1.0,0.0,0.0,0.0598,2.6803,594.9356,0.0,0.2065,0.4522,30.0,0
804.3865,0.0,5.0,4.1629,1805.2256,0.0,1.0,0.0,0.102,2.3901,761.7234,1.0,0.4423,0.5901,129.9491,0
439.0443,0.0,1.5006,1.645,946.8346,0.0,2.115,0.0,0.4962,3.4228,860.098,1.0273,0.2599,0.7498,436.9088,0
771.4818,0.0,2.0,7.9017,445.7064,3.0,1.0,0.0,0.1704,2.6319,484.2014,2.0,0.3865,0.3807,285.8436,0
663.2729,0.0,1.0,4.0008,3477.2429,2.0,0.0,1.0,0.0545,2.0717,246.4961,1.0,0.2259,0.2323,72.175,0
811.1928,0.0,3.0,12.4372,200.0,3.0,2.0,0.0,0.2678,3.7666,721.5902,3.0,0.1659,0.4245,231.0039,0
579.7603,0.0,2.0,6.9024,283.5274,6.0,1.0,0.0,0.2563,2.882,30.0,0.0,0.6,0.5557,258.054,0
751.0637,0.0,0.0,11.4443,1253.3209,5.0,2.0,0.0,0.1411,2.1515,30.0,2.0,0.6,0.4616,30.0,0
290.6745,0.0053,2.0,9.019,1423.2419,2.0,0.0,0.0,0.1176,4.2283,400.0283,0.0,0.4757,0.113,104.997,0
958.0441,0.4,4.0,8.944,3577.7278,1.0,1.0,0.0,0.0829,2.7945,69.6416,0.0,0.1359,0.3488,139.1122,0
766.2003,0.4,2.0,7.001,1889.08,2.0,4.0,0.0,0.2248,1.4666,387.8146,0.0,0.2004,0.3136,318.1466,0
839.0964,0.0,4.0,10.7372,693.7003,2.0,0.0,0.0,0.1494,2.9359,471.2323,2.0,0.3714,0.2381,89.0459,0
537.1518,0.0,6.0,11.7511,2541.9766,3.0,1.0,0.0,0.1677,2.7625,164.564,0.0,0.5229,0.6284,262.7477,0
143.0833,0.4,0.0,16.4983,2001.8424,2.0,0.0,0.0,0.1347,2.9365,403.6723,2.0,0.3129,0.1359,201.1516,0
511.954,0.4,1.0,10.2391,2192.7024,6.0,0.0,0.0,0.0504,3.8202,209.3034,0.0,0.5031,0.5163,303.9062,0
560.1295,0.4,3.0,14.2788,1094.0072,3.0,1.0,0.0,0.1043,2.1702,262.3211,3.0,0.3949,0.2247,54.6147,0
249.4586,0.4,4.0,11.3887,1881.7022,3.0,3.0,0.0,0.1557,3.7111,209.7589,1.0,0.505,0.4257,406.953,0
661.533,0.0,1.0,6.9038,1827.4007,1.0,1.0,0.0,0.0348,1.602,171.5019,3.0,0.317,0.4183,360.0373,0
168.363,0.3503,6.3131,5.0579,2100.3022,1.877,3.5075,0.0,0.0806,7.9336,607.5009,0.4534,0.3329,0.1475,670.6295,0
816.6546,0.1342,2.5308,19.8474,1463.3582,2.5521,1.2221,0.0,0.1652,1.5905,503.4111,1.7987,0.0951,0.6938,371.8445,0
384.5057,0.3019,1.7747,13.9064,6017.3704,1.7303,1.9372,0.0,0.1294,1.8764,425.1632,1.4355,0.3562,0.1736,868.6992,0
1056.3562,0.4,1.0,5.7306,503.8107,0.0,0.0,0.0,0.1722,2.694,951.7363,2.0,0.3805,0.2868,30.0,0
236.0331,0.0,0.9546,25.2972,1019.7694,2.6724,1.4736,0.0,0.0448,4.736,796.3489,0.0,0.3798,1.0764,342.2113,0
380.7179,0.3561,2.7086,2.519,3686.7476,0.9149,1.7004,0.0,0.0559,6.9494,208.2192,0.8138,0.2266,0.4291,1095.0737,0
637.3634,0.0,0.0,1.0,1996.367,3.0,0.0,1.0,0.1007,1.2542,405.5889,2.0,0.2433,0.0545,473.1694,0
386.917,0.4,7.0,1.0,1815.8118,4.0,1.0,0.0,0.0256,2.3243,267.4481,2.0,0.6,0.4425,315.004,0
347.5257,0.0,4.0,7.0701,2441.1253,3.0,0.0,0.0,0.1513,4.1646,386.1278,1.0,0.3076,0.594,435.448,0
404.3463,0.0,1.4188,12.5981,3841.9209,3.3074,1.0908,0.0,0.3351,1.3579,1384.9868,5.5527,0.143,0.6871,724.1557,0
1153.5473,0.0,1.7724,4.1844,869.9272,1.5778,0.0,0.0,0.116,2.0717,442.2572,0.0,0.2278,0.0214,28.4943,0
292.1949,0.0,3.8164,4.0612,268.5972,1.4012,0.0,0.0,0.0659,1.682,161.5961,0.0,0.3609,0.4877,248.3624,0
520.4507,0.0,1.0,1.7793,1809.4434,3.0,1.0,0.0,0.0859,4.8,856.468,3.0,0.3455,0.2592,224.1831,0
354.7478,0.4,4.0,6.4887,2558.6507,4.0,0.0,0.0,0.2029,4.0547,682.28,1.0,0.1306,0.1268,489.8197,0
193.1114,0.739,1.1524,9.6435,2349.2393,4.1594,0.0,0.0,0.1274,7.4044,1348.8397,1.5168,0.0599,0.6599,231.2569,0
943.5459,0.4,1.0,11.3092,1063.4964,4.0,0.0,0.0,0.1762,1.4557,788.2539,2.0,0.1327,0.1471,63.3461,0
1073.6073,0.0,4.3126,4.4243,2373.7338,2.1822,1.8963,0.0,0.1625,3.3536,170.0557,0.0,0.1135,0.3584,285.8726,0
997.3316,0.4,2.0,14.5171,1822.1033,1.0,2.0,0.0,0.2141,2.8871,462.6645,0.0,0.2507,0.3344,258.708,0
256.061,0.4,3.0,11.6521,803.3253,3.0,1.0,0.0,0.0999,3.3046,714.4166,1.0,0.4902,0.4635,174.6594,0
203.4426,0.0,1.0,6.8291,599.698,4.0,0.0,0.0,0.1008,3.1546,346.9853,1.0,0.4218,0.5055,278.2797,0
646.3325,0.4,4.0,8.542,1149.6196,3.0,1.0,0.0,0.0977,2.6825,740.7747,2.0,0.2364,0.0872,127.565,0
1346.3674,0.5466,1.5003,3.8805,1172.2691,0.0,0.0,0.0,0.0543,2.1582,314.2958,6.8226,0.9552,0.5306,137.5858,0
384.1094,0.4,3.0,8.2077,1896.1118,2.0,0.0,0.0,0.1356,4.4725,687.6991,1.0,0.5409,0.7,30.0,0
1058.9983,0.0,2.0,18.6718,4036.4807,2.0,2.0,0.0,0.044,2.4041,351.924,1.0,0.2491,0.7,502.5868,0
865.1424,0.0031,2.0,8.3983,1198.0114,1.0,1.0,0.0,0.1341,2.9826,30.0,1.0,0.3584,0.3386,209.0657,0
266.2318,0.0,2.0,9.9469,436.0603,1.0,1.0,0.0,0.0391,3.2528,564.6944,3.0,0.5873,0.1076,288.3105,0
417.2615,0.6933,1.6622,11.5858,2783.6259,3.0098,0.0,0.0,0.025,1.9177,1265.1218,1.9233,0.0315,0.7223,213.4918,0
588.2306,0.5193,0.0,4.7698,2897.9268,3.9881,1.8733,0.0,0.2241,2.472,262.9869,2.475,1.0685,0.2655,443.6245,0
320.1467,0.4,0.0,5.0248,1232.7712,2.0,1.0,0.0,0.0748,1.1863,720.5948,1.0,0.4975,0.4782,441.0183,0
1013.5908,0.0,4.0,4.9712,1393.764,2.0,1.0,0.0,0.0665,1.4091,479.6661,2.0,0.5839,0.6815,30.0,0
220.6367,0.4,2.0,12.4368,1156.383,5.0,1.0,0.0,0.115,3.2676,174.8931,0.0,0.4368,0.6045,350.266,0
1044.46,0.0,1.0,3.0748,929.9062,2.0,0.0,0.0,0.0522,4.0619,568.3698,4.0,0.6,0.3981,123.8429,0
693.7086,0.4,1.0,6.803,1521.1776,5.0,3.0,0.0,0.1563,2.5428,328.1552,1.0,0.1748,0.4917,127.5763,0
469.3477,0.4,2.0,12.7141,2722.1022,2.0,1.0,0.0,0.1238,4.4833,432.441,0.0,0.3302,0.174,231.6838,0
332.2745,0.0,3.0,12.525,1631.7743,1.0,0.0,0.0,0.1289,3.3013,581.196,1.0,0.3394,0.5301,273.3316,1
1157.6385,0.4998,0.955,9.0596,1719.1236,0.5022,0.0,0.0,0.1704,1.2385,359.8692,0.0,0.6241,0.5787,380.4264,0
459.6194,0.6372,1.148,13.6807,5971.0314,2.4722,1.6854,0.0,0.0559,5.6114,108.8495,0.0,0.4827,0.4129,416.3286,0
749.1799,0.4,1.0,9.3491,4757.4977,2.0,0.0,0.0,0.0767,3.8105,595.3099,1.0,0.4346,0.2683,246.5694,0
521.812,0.0,4.0,17.7919,1580.4422,4.0,1.0,0.0,0.0542,2.1093,397.2762,0.0,0.4654,0.1999,286.271,0
222.9827,0.0,1.0,9.4055,3183.9381,2.0,1.0,0.0,0.2112,2.7415,151.352,1.0,0.4509,0.2406,182.4533,1
690.5773,0.4,1.0,7.1725,1196.2593,1.0,2.0,0.0,0.0336,2.6413,500.2164,1.0,0.3409,0.2126,283.0574,0
398.0236,0.3611,3.9211,2.2492,3610.6777,0.0,1.7346,0.0,0.0542,3.7693,255.3625,0.0,0.3189,0.4768,165.3211,0
171.4369,0.0,1.9595,4.0704,1664.9371,0.9975,1.8185,0.0,0.0244,1.2049,411.6154,0.3574,0.6052,0.8282,390.012,0
578.7094,0.4,2.0,6.2092,2677.016,2.0,0.0,0.0,0.0532,3.1612,451.796,2.0,0.3312,0.2658,30.0,0
633.3104,0.0,4.0,14.1767,1333.8969,0.0,0.0,0.0,0.1356,2.3571,264.8571,4.0,0.3132,0.5916,171.5035,0
482.1197,0.0,3.0,8.9697,1467.2434,0.0,1.0,0.0,0.1996,2.8571,686.1164,1.0,0.4404,0.3683,268.683,0
905.6187,0.4,2.0,9.0916,467.3385,4.0,2.0,0.0,0.1783,2.9845,235.7299,0.0,0.4997,0.435,131.2868,0
1014.2949,0.0,4.147,6.4093,4294.5507,2.7341,5.0278,0.0,0.3218,0.5954,643.3546,6.3292,0.3524,0.6149,14.497,0
244.0281,0.4,0.0,9.5885,1447.5042,4.0,1.0,0.0,0.1354,3.619,295.8618,0.0,0.5461,0.3531,342.8976,0
748.2338,0.4,4.0,10.148,2366.1861,1.0,1.0,0.0,0.0543,2.0388,611.052,0.0,0.6,0.1453,245.7531,0
664.4744,0.4,4.0,6.7693,200.0,1.0,2.0,1.0,0.0709,4.1444,339.5169,1.0,0.3921,0.4379,248.2548,0
709.7717,0.3562,2.6271,4.7759,1006.6666,1.5969,0.9575,0.0,0.0593,4.9416,1251.0812,1.0961,0.3377,0.7114,392.8684,0
800.8904,0.0,0.0,27.872,1665.5887,0.0,0.0,0.0,0.2372,3.1662,284.9709,3.1938,0.4973,0.2156,215.8574,0
202.0001,0.4,2.0,12.1672,3029.4234,2.0,1.0,1.0,0.111,3.309,321.5259,1.0,0.3922,0.4702,30.0,0
294.8708,0.0,2.0,1.5619,3928.6188,2.0,2.0,0.0,0.0682,3.9132,396.7794,2.0,0.5596,0.1116,403.6681,0
